Kudos Date,Kudos Type,Parent ID
"May 9, 2016, 11:41:45 PM",Activity,570474151
"May 20, 2016, 3:03:53 PM",Activity,582138305
"May 20, 2016, 3:04:54 PM",Activity,582051910
"May 20, 2016, 3:05:12 PM",Activity,582030609
"May 20, 2016, 3:05:22 PM",Activity,582028833
"May 20, 2016, 3:26:08 PM",Activity,582093691
"May 20, 2016, 5:14:00 PM",Activity,576292881
"May 20, 2016, 5:16:51 PM",Activity,577057207
"May 20, 2016, 7:47:24 PM",Activity,582411677
"May 21, 2016, 12:33:45 PM",Activity,582590392
"May 21, 2016, 12:34:08 PM",Activity,582596055
"May 21, 2016, 12:34:27 PM",Activity,582562905
"May 21, 2016, 12:34:40 PM",Activity,582551302
"May 21, 2016, 12:34:48 PM",Activity,582559854
"May 21, 2016, 12:35:05 PM",Activity,582532934
"May 21, 2016, 12:35:13 PM",Activity,582516839
"May 21, 2016, 12:35:17 PM",Activity,582511158
"May 21, 2016, 2:53:36 PM",Activity,583131240
"May 21, 2016, 2:53:38 PM",Activity,583136360
"May 21, 2016, 2:55:59 PM",Activity,583126538
"May 21, 2016, 2:56:11 PM",Activity,583109506
"May 21, 2016, 2:56:57 PM",Activity,583059934
"May 21, 2016, 2:59:30 PM",Activity,581680410
"May 21, 2016, 3:02:18 PM",Activity,578496874
"May 23, 2016, 12:00:36 AM",Activity,584948841
"May 23, 2016, 12:01:19 AM",Activity,584629197
"May 23, 2016, 12:01:22 AM",Activity,584949692
"May 23, 2016, 12:02:05 AM",Activity,584921809
"May 23, 2016, 12:02:10 AM",Activity,584918695
"May 23, 2016, 12:02:38 AM",Activity,584903409
"May 23, 2016, 12:02:41 AM",Activity,584909410
"May 23, 2016, 12:03:41 AM",Activity,584858020
"May 23, 2016, 12:05:05 AM",Activity,584866851
"May 23, 2016, 12:05:39 AM",Activity,584799194
"May 23, 2016, 12:05:50 AM",Activity,584779158
"May 23, 2016, 12:10:50 AM",Activity,583573089
"May 23, 2016, 12:10:59 AM",Activity,584788665
"May 23, 2016, 12:11:13 AM",Activity,583543883
"May 23, 2016, 12:11:19 AM",Activity,583544747
"May 23, 2016, 12:11:52 AM",Activity,583272952
"May 23, 2016, 12:12:45 AM",Activity,583246637
"May 23, 2016, 12:12:58 AM",Activity,583229464
"May 23, 2016, 12:13:03 AM",Activity,583227656
"May 23, 2016, 4:40:01 PM",Activity,585483909
"May 24, 2016, 5:13:14 PM",Activity,582014062
"May 25, 2016, 3:13:15 AM",Activity,587056840
"May 27, 2016, 11:54:53 AM",Activity,589323299
"May 27, 2016, 11:55:50 AM",Activity,589292653
"May 27, 2016, 11:56:03 AM",Activity,589283489
"May 27, 2016, 11:56:33 AM",Activity,589267795
"May 27, 2016, 11:57:21 AM",Activity,589225313
"May 27, 2016, 6:43:24 PM",Activity,589700949
"May 30, 2016, 1:32:05 AM",Activity,592184726
"Jun 6, 2016, 12:44:47 PM",Activity,600384975
"Jun 6, 2016, 12:45:21 PM",Activity,600336617
"Jun 6, 2016, 12:45:29 PM",Activity,600327070
"Jun 6, 2016, 12:45:46 PM",Activity,599982985
"Jun 6, 2016, 12:45:50 PM",Activity,599929592
"Jun 6, 2016, 12:46:31 PM",Activity,600020440
"Jun 6, 2016, 12:46:39 PM",Activity,599653798
"Jun 6, 2016, 12:46:50 PM",Activity,599547838
"Jun 6, 2016, 12:47:04 PM",Activity,599529085
"Jun 6, 2016, 12:47:13 PM",Activity,599664454
"Jun 6, 2016, 12:47:38 PM",Activity,599457600
"Jun 8, 2016, 1:13:40 PM",Activity,602593705
"Jun 8, 2016, 4:09:08 PM",Activity,602172618
"Jun 10, 2016, 1:53:31 AM",Activity,604396736
"Jun 10, 2016, 2:04:22 AM",Activity,604364060
"Jun 10, 2016, 2:28:24 AM",Activity,603302701
"Jun 11, 2016, 5:27:04 PM",Activity,605111495
"Jun 11, 2016, 5:27:26 PM",Activity,605827719
"Jun 13, 2016, 9:44:36 PM",Activity,608438694
"Jun 13, 2016, 9:44:38 PM",Activity,608408780
